2874904,2874904
2874904,143971171
2874904,15918026
2874904,145263585
2874904,90309603
2874904,2198670
2874904,2015030
2874904,144706664
2874904,1738371
2874904,39417766
2874904,144108246
2874904,2253245
2874904,50467915
2874904,71398959
2874904,145956495
2874904,144328326
2874904,2738017
2874904,1755694
2874904,1794435
2874904,1967384
2874904,2820649
2874904,2626305
2874904,1822464
2874904,3081438
2874904,144958606
2874904,1731053
2874904,47188209
2874904,49422868
2874904,2152863
2874904,66479429
2874904,36674058
4147321,4147321
4147321,28582490
4147321,145948621
4147321,40159987
1725893,66556705
1725893,46918097
1725893,3180920
1725893,70513386
1725893,1725893
1725893,145692989
1725893,52024479
1725893,1746891
1725893,2655181
1725893,144681483
1725893,144144930
1725893,88741292
1725893,97865970
2949932,2949932
2949932,50463772
2949932,47104126
2949932,144244963
2949932,48953282
2949932,4014992
2949932,39547240
144288531,49422868
144288531,37673354
144288531,145246973
144288531,144288531
144288531,48343674
144288531,39712894
1754887,1754887
1754887,145736253
1754887,1709392
1754887,3301938
1754887,143608138
1754887,52241882
1754887,47188209
1754887,143971172
1754887,27317704
1754887,1771912
1754887,1982242
1754887,71398959
1754887,103723833
1754887,2015030
1754887,143971171
1754887,46221643
1754887,2417924
1754887,34101041
1754887,144958605
1754887,145153845
1754887,50467915
1754887,1755694
1754887,89234162
1754887,39877807
1754887,2155227
1754887,2667773
1754887,39666265
1754887,145028134
1754887,49243178
1754887,89127357
1754887,1780869
1754887,1740636
1754887,39745791
2352281,1754887
2352281,2352281
2352281,2667773
2352281,1398522354
2352281,32722726
2352281,3226094
2352281,1678771
2352281,143808488
2352281,100873106
2352281,1786884
2352281,2364792
2352281,1709392
2352281,37718006
2352281,48435857
2352281,22702756
2352281,1982242
2352281,2417924
2352281,2006869
2352281,1800179
2352281,1755694
2352281,145028134
2352281,1771912
2352281,144021304
2352281,1844642
2352281,32746202
2352281,3015507
2352281,2155227
2352281,3056361
2352281,2576588
2352281,1780869
2352281,1745169
2352281,1694621
2352281,2755213
2352281,1740636
2352281,2998448
2667773,1754887
2667773,2352281
2667773,2667773
2667773,34101041
2667773,143971171
2667773,47796701
2667773,1941834
2667773,144923779
2667773,2042141
2667773,144328326
2667773,145736253
2667773,144075214
2667773,88941006
2667773,152235246
2667773,1709392
2667773,1794435
2667773,48861660
2667773,48346054
2667773,100873106
2667773,1784986
2667773,2155227
2667773,144315590
2667773,52241882
2667773,47188209
2667773,39666265
2667773,5107647
2667773,40474857
2667773,145364885
2667773,1678771
2667773,100532061
2667773,89127357
2667773,48435857
2667773,143808488
2667773,145851085
2667773,144061880
2667773,145897897
2667773,69401379
2667773,1982242
2667773,3623267
2667773,71398959
2667773,1780869
2667773,20658113
2667773,103723833
2667773,2417924
2667773,26061515
2667773,90491982
2667773,2777800
2667773,1704699
2667773,145524610
2667773,27317704
2667773,1755694
2667773,145028134
2667773,1771912
2667773,144021304
2667773,47513157
2667773,145825806
2667773,2550392
2667773,1784682
2667773,21757674
2667773,1761784
2667773,145346320
2667773,50874801
2667773,1782193
2667773,143790221
2667773,145945278
2667773,1698617
2667773,3226094
2667773,34680388
2667773,1745169
2667773,1694621
2667773,2755213
2667773,144171839
2667773,46394442
2667773,32494062
2667773,144958602
2667773,144958605
2667773,2040845
2667773,1740636
2667773,1768190
39449556,144958605
39449556,2042141
39449556,39449556
39449556,40340102
39449556,47528293
39449556,143776736
39449556,50415833
39449556,46659626
39449556,2814908
39449556,1985263
39449556,48861660
39449556,145401373
39449556,2809590
39449556,144245987
39449556,35118626
39449556,1678771
39449556,100532061
39449556,89127357
39449556,50763339
39449556,33369108
39449556,144958606
39449556,144599698
39449556,15918026
39449556,35218311
39449556,48881827
39449556,5139377
39449556,143862296
39449556,2550392
39449556,1784682
39449556,21757674
39449556,1761784
39449556,143971171
39449556,145956495
39449556,144171839
39449556,46394442
39449556,3222974
39449556,46275661
39367091,39367091
39367091,144244963
39367091,143971171
39367091,31723646
39367091,144932570
39367091,2266946
39367091,102330532
39367091,5071371
39367091,3089732
39367091,144114908
39367091,144402257
39367091,2322001
39367091,1830755
39367091,39258458
39367091,15974963
39367091,46880385
39367091,47593026
39367091,143917904
39367091,2508221
39367091,2291789
39367091,49274309
39367091,90491982
39367091,152235246
39367091,144991580
39367091,31781461
39367091,144947807
39367091,2560333
39367091,9379477
39367091,2576588
39367091,46248928
2019738,144932570
2019738,3432876
2019738,3396021
2019738,3054763
2019738,2660689
2019738,3264000
2019738,3246901
2019738,4824776
2019738,2152560
2019738,12979923
2019738,49504816
2019738,46701227
2019738,144676022
2019738,145323121
2019738,153757868
2019738,49317214
2019738,1410546898
2019738,2019738
2019738,1398951619
2019738,153598144
2019738,13800522
2019738,1401911230
2019738,89161743
2019738,46626098
2019738,8766747
2019738,4905393
2019738,5244812
2019738,47537846
2019738,97752732
2019738,9323815
35288660,145178938
35288660,50535559
35288660,31723646
35288660,144072410
35288660,35345417
35288660,143808488
35288660,36904159
35288660,145948621
35288660,3033951
35288660,2565700
35288660,2830733
35288660,1678771
35288660,145737526
35288660,40244741
35288660,32092469
35288660,102898045
35288660,145092945
35288660,48219912
35288660,40040335
35288660,48143322
35288660,2364792
35288660,1795344
35288660,35288660
35288660,2305401
35288660,22702756
35288660,8939006
35288660,49282956
35288660,37314148
35288660,49289914
35288660,1984825
35288660,34828891
35288660,2488672
35288660,66113941
35288660,51888126
2491165,2488720
2491165,13277384
2491165,6538742
2491165,2881229
2491165,144681380
2491165,2102128
2491165,34101041
2491165,49423392
2491165,143759045
2491165,2235217
2491165,36848025
2491165,2240721
2491165,145607066
2491165,47537846
2491165,2491165
2491165,143687421
2491165,144288531
2491165,145785166
2491165,81408883
2491165,32958898
2491165,144084879
2491165,145102613
2491165,144798617
2491165,2646006
3660136,2610426
3660136,143863063
3660136,1811787
3660136,100532061
3660136,144750484
3660136,39458202
3660136,48926523
3660136,2182960
3660136,29961005
3660136,50589423
3660136,34365478
3660136,1912126
3660136,145607066
3660136,2240721
3660136,3247165
3660136,1960766
3660136,80141532
3660136,18478271
3660136,8997548
3660136,2733889
3660136,3660136
3660136,41225673
3660136,90466281
3660136,38684516
3660136,3168585
3660136,50589445
3660136,31800086
3660136,10085179
3660136,39417766
3660136,144456647
3660136,1699915
3660136,46789170
3660136,2458765
3660136,47740487
3660136,39455159
3660136,48356327
3660136,40212003
3660136,2007183
2878717,34101041
2878717,143971171
2878717,49520821
2878717,50310678
2878717,144837117
2878717,145909635
2878717,5071371
2878717,3089732
2878717,145637018
2878717,49606607
2878717,36904159
2878717,50275561
2878717,20658113
2878717,2130768
2878717,1733999
2878717,46394484
2878717,144681380
2878717,2102128
2878717,15918026
2878717,49234649
2878717,145606663
2878717,48346054
2878717,114473364
2878717,2891890
2878717,34094892
2878717,49236333
2878717,144328326
2878717,48093270
2878717,1683677
2878717,1913588
2878717,144958605
2878717,1891786
2878717,72564507
2878717,1840562
2878717,144232132
2878717,144108246
2878717,15155803
2878717,35157864
2878717,32524587
2878717,1960766
2878717,6538742
2878717,2878717
2878717,50467915
2878717,23112567
2878717,5139377
2878717,2457571
2878717,46614666
2878717,2458765
2878717,2284686
2878717,5532476
2878717,145648669
2878717,46499311
2878717,1886238
2878717,49231821
2878717,145956495
2878717,3432876
2878717,1954400
2878717,143862296
2878717,1751657
2878717,1405497043
2878717,35216623
2878717,143956778
2878717,144361840
2878717,48343674
2878717,102914572
2878717,47243480
2878717,1784682
2878717,47559178
2878717,3320545
2878717,144026427
2878717,143923878
2878717,1761784
2878717,145543180
2878717,48100351
2878717,37406256
2878717,48607532
2878717,50445254
2878717,20320148
2878717,144603491
2878717,2393677
144576019,144180010
144576019,143971171
144576019,31723646
144576019,3280236
144576019,27406063
144576019,7591234
144576019,145019044
144576019,2575622
144576019,2454055
144576019,7135376
144576019,2142709
144576019,46789170
144576019,145312190
144576019,48346054
144576019,114473364
144576019,2891890
144576019,49236333
144576019,144328326
144576019,48093270
144576019,1399393405
144576019,1783985
144576019,40382539
144576019,5114174
144576019,47243480
144576019,1683677
144576019,1913588
144576019,50130827
144576019,34101041
144576019,47694992
144576019,1840562
144576019,3259959
144576019,72564507
144576019,2088671
144576019,2235217
144576019,50023967
144576019,20471527
144576019,2878717
144576019,144108246
144576019,2102128
144576019,50467915
144576019,2291789
144576019,49274309
144576019,2508221
144576019,32734155
144576019,1405497043
144576019,35216623
144576019,143956778
144576019,144361840
144576019,49978160
144576019,2067653
144576019,102914572
144576019,2946202
144576019,144026427
144576019,11422005
144576019,1761784
144576019,34999445
144576019,1816048
144576019,36904159
144576019,2769427
144576019,5950239
144576019,145810704
144576019,98756102
144576019,2560724
144576019,145543180
144576019,144750484
144576019,18478271
144576019,2457571
144576019,46614666
144576019,1886238
144576019,48100351
144576019,48607532
144576019,2558133
144576019,2393677
48100351,49520821
48100351,50310678
48100351,143971171
48100351,145909635
48100351,46394484
48100351,48346054
48100351,114473364
48100351,2891890
48100351,49236333
48100351,144328326
48100351,48093270
48100351,1683677
48100351,1913588
48100351,72564507
48100351,1840562
48100351,15155803
48100351,2878717
48100351,144108246
48100351,2102128
48100351,50467915
48100351,5139377
48100351,46499311
48100351,49231821
48100351,145956495
48100351,34101041
48100351,143862296
48100351,1751657
48100351,1405497043
48100351,35216623
48100351,143956778
48100351,144361840
48100351,102914572
48100351,47243480
48100351,144026427
48100351,145543180
48100351,2457571
48100351,46614666
48100351,1886238
48100351,48100351
48100351,48607532
48100351,50445254
48100351,20320148
48100351,2393677
3211143,3211143
3211143,49282956
3211143,2814908
3211143,49935026
3211143,145028132
3211143,1941834
3211143,143862305
3211143,144958606
3211143,145760432
3211143,48588077
3211143,48861660
3211143,145028134
3211143,104496156
3211143,27317704
3211143,37718006
3211143,144958605
3211143,35118626
3211143,1709392
3211143,2264370
3211143,1733999
3211143,4999927
3211143,5107647
3211143,144121247
3211143,47709602
3211143,144952368
3211143,144004824
3211143,143971171
3211143,90491982
3211143,152235246
3211143,1398522354
3211143,2006869
3211143,1795344
3211143,37314148
3211143,49289914
3211143,40424956
3211143,2756303
3211143,47882303
49282956,3211143
49282956,49282956
49282956,2814908
49282956,49935026
49282956,145028132
49282956,144418194
49282956,145131125
49282956,2667773
49282956,40474857
49282956,51912469
49282956,32722726
49282956,3226094
49282956,2830733
49282956,25847574
49282956,1678771
49282956,143808488
49282956,145028134
49282956,27317704
49282956,37718006
49282956,143910876
49282956,102330532
49282956,1771912
49282956,144121247
49282956,2142709
49282956,3010344
49282956,2271618
49282956,144958605
49282956,35118626
49282956,5107647
49282956,24442924
49282956,145364885
49282956,1709392
49282956,2264370
49282956,1733999
49282956,49663638
49282956,90491982
49282956,152235246
49282956,40046402
49282956,2662249
49282956,1802581
49282956,5231812
49282956,39506745
49282956,2146823
49282956,3093607
49282956,2202986
49282956,1950729
49282956,2091710
49282956,1398522354
49282956,2006869
49282956,1795344
49282956,2929300
49282956,36904159
49282956,1751657
49282956,37314148
49282956,49289914
49282956,145524610
49282956,144021304
49282956,143875940
49282956,1742426
49282956,69859390
49282956,2508221
49282956,50679934
49282956,2398627
49282956,2364792
49282956,1761784
49282956,34999445
49282956,1816048
49282956,2769427
49282956,16211808
49282956,2283295
49282956,1785446
49282956,1880085
49282956,35059115
49282956,144750484
49282956,144171839
49282956,46394442
49282956,143971171
49282956,1732234
49282956,2472439
49282956,47882303
49282956,2007183
49282956,46248928
2814908,3211143
2814908,49282956
2814908,2814908
2814908,6538742
2814908,2881229
2814908,5107647
2814908,2202986
2814908,4999927
2814908,35118626
2814908,40348704
2814908,50535559
2814908,31723646
2814908,144072410
2814908,145126975
2814908,34687328
2814908,3207202
2814908,1771912
2814908,40474857
2814908,1985263
