144236955,Guosheng Yin
121641433,W D Hastings
2587774,John T. Kent
10305962,William B. Capra
2593810,Nicolas Chopin
144250286,Dennis Mueller
103257857,G. Sawitzki
3072213,Julian Besag
2367946,Jean D. Opsomer
3033951,Alexander Aue
145543179,T. C. M. Lee
46484508,Liang fu Peng
47694992,Luke Tierney
144902113,Eva Herrmann
20658113,Andrew R. Barron
102716982,R. A. Gaskins
49729971,Bing Li
32734155,Eric B. Laber
39877807,Soumendra Nath Lahiri
37382925,Roderick P. McDonald
2660781,Kenneth A. Bollen
47036346,Curtis B. Storlie
2516166,Jorma Rissanen
3875031,Stephen W. Lagakos
3050880,Hendrik P. Lopuha
46561467,Mathieu Rosenbaum
121427956,C. A. Struthers
40474857,Weidong Liu
1941450,Paul D. Sampson
1926089,Daowen Zhang
90286912,Dacheng Xiu
13864091,Wenbin Lu
145648669,Y. Amemiya
47243480,Fang Lian Yao
90491982,Nicolai Meinshausen
21448361,Richard Holubkov
1967309,Richard A. B. Johnson
47471111,Pengfei Li
47740487,Jiahua Chen
48081785,Nanny Wermuth
49182585,James R. Wallis
70296570,Wolfgang Karl Hardle
145625307,Elias Moreno
4845024,Francis John Anscombe
143956778,Naisyin Wang
12979923,R. W. M. Wedderburn
77093216,S. C. Cheng
50081555,Li Xin Zhang
15246904,Liping Zhu
49836031,LiXing Zhu
2640743,Zhenghui Feng
6715139,Mary D. Sammel
144915371,Judith Rousseau
47321046,Sourav Chatterjee
50605694,George Y. C. Wong
2777800,Karim Lounici
1763945,Yongdai Kim
4209348,Jaeyong Lee
144134946,Jan Mielniczuk
2213239,Hansheng Wang
144382108,Guodong Li
47731881,Raymond J. Carroll
48169476,Lan Wang
114646334,Silke Thies
103217722,Luis R Pericchi
2117118,Stefan Sperlich
51330835,Yu Ching Lin
145434956,Ronald Klein
20722720,Barbara E. K. Klein
2310304,Igor Prnster
47166316,Joseph B. Lang
46813209,Liping Zhu
144599698,Yang Feng
1822464,Klaus J. Utikal
145400502,Hongyu Zhao
145826029,K R Fang
70039863,Charles F. Manski
144663883,Michael Nussbaum
2246552,Stephan R. Sain
3294982,Dominique Bontemps
143644543,N. E. Day
1839473,Tilmann Gneiting
143773129,Danyu Lin
145151972,David Pierce
145692989,Peter C. B. Phillips
3041232,Walter W. Hauck
46345787,Kannan Natarajan
4039554,Thomas W. Stroud
153040992,Robert Gray
1723759,Eric D. Kolaczyk
91974201,N. Reid
2154667,Jacob Bien
40480364,Huiyan Sang
51959353,Bernhard Flury
103019512,Jean D. Opsomer
50492892,Pengfei Li
2626305,Ian W. McKeague
1876131,Charles J. Geyer
3385742,Friedrich Gtze
1398522354,Ery AriasCastro
3193922,Nial Friel
3226094,Pascal Massart
2218687,Peter Rousseeuw
2552624,Robert E. Weiss
2344004,Shubhankar Ray
41329889,Yan Yu
3197996,John Stufken
2194841,Hvard Rue
145833477,Michael Goldstein
13596895,Edwin Y. Choi
143725180,Peter Mller
48514138,Yehua Li
144991582,Jayanta Ghosh
144786073,Alexander Shapiro
1954400,Joan G. Staniswalis
46692967,Jianqing Fan
144921859,James O. Ramsay
144023064,Vincent Q. Vu
48175500,Jing Lei
144294100,Charles Stein
39915696,Haibo Zhou
2946202,Yingxing Li
145727325,Chenlei Leng
2756303,Sanat K. Sarkar
1693972,Carey E. Priebe
145980633,Constantine Frangakis
4529017,Amy H. Herring
1806591,Gilles Celeux
2457186,Nicolai Bissantz
39258458,B. K. Mallick
50131428,Robert J. Serfling
49235591,William J. Raynor
3098280,Francesca Chiaromonte
144209397,Jos M. Bernardo
8766747,Osnat Stramer
2788351,Richard J. Samworth
35059115,Evarist Gin
66394534,Leo Breiman
1693668,Kenji Fukumizu
144630979,Hung Chen
33100261,Jonathan Rougier
35946980,Xinwei Deng
2091710,Markus Kalisch
1950729,Marloes H. Maathuis
143687421,Louise Ryan
145826864,A. K. Md. Ehsanes Saleh
143926110,Byeong U. Park
50445857,Cunhui Zhang
50676519,David M. Steinberg
144140628,Clifford M. Hurvich
145785166,Jun Shao
50604477,Michael C. Jones
50675395,Harold Hotelling
4183165,Piet Groeneboom
144075214,Lukas Meier
2006869,Emmanuel J. Cands
1694621,Michael I. Jordan
3246717,HeeSeok Oh
47177815,Sajiv John
1986243,Yeonseung Chung
50589445,LeeJen Wei
2307712,Xiwu Lin
48039869,Dong Xiang
2999112,Fangyu Gao
3069617,Kerrie L. Mengersen
32003694,Christian P. Robert
2145548,Kehui Chen
152122056,Rong Chen
144861798,Chris Fraley
72552305,Wilbert C.M. Kallenberg
10419118,Teresa Ledwina
145312190,R. Pyke
2302701,Joseph L. Schafer
144206683,Haonan Wang
49772221,Malka Gorfine
8997548,Hanfeng Chen
46626098,Gareth O. Roberts
1690614,Zhen Luo
1976137,Grace Wahba
3252021,HsinCheng Huang
145508089,Han Liu
1945131,Markus Roters
3169833,Quentin Berthet
93987441,Ingrid Van Keilegom
2857518,Chris A. J. Klaassen
52407335,Willem R. van Zwet
1940156,Terry J. Wagner
29961005,M. Parzen
46659626,Lifeng Wang
2980895,William D. Sudderth
2025123,Felix Abramovich
2701677,Edward Carlstein
3301938,Richard C. Liu
143608138,Brenda MacGibbon
145737526,D. A. Dickey
1808769,Ola G. Hssjer
144296220,Wei Zhong
30660465,Martin Crowder
144232132,Scott M. Berry
2890914,William R. Schucany
145281932,Tao Huang
48927714,Weihua Cao
145392702,Peter John Green
20365503,Peter Mller
143973163,Qing Mai
49421859,Yufeng Liu
145606663,Robin Thompson
52372054,Jan H. Wretman
1399393405,Jesper Mller
103090877,ChyongHwa Sheu
35096678,Moulinath Banerjee
3226535,Ivan Jeliazkov
145006560,Lawrence Carin
84077202,James Booth
2983291,Athanasios Kottas
144349450,Christian Ritter
46737459,Peng Zhao
2050171,Guilherme V. Rocha
144480240,Montserrat Fuentes
48346054,Gideon Schwarz
2098744,Nicholas A. Heard
3201357,LiXing Zhu
143910876,C Genovese
40023580,Jem N. Corcoran
2107277,Mathias Drton
33596206,Adrian W. Bowman
100873106,Alexander B. Tsybakov
40592241,Marco Perone Pacifico
33086027,Lawrence Harvey Wasserman
144144930,Richard I. A. Davis
36100662,Peter Mller
1708961,Simon J. Godsill
40953363,Peter R. Hall
2007728,Liliana Forzani
5244812,Chaoming J. Wu
1912126,Brian G. Leroux
143777878,Peng Ding
2507519,Purnamrita Sarkar
3005867,Peter F. Thall
144315590,Tong Zhang
34094892,Jonathan Raz
102812860,William E. Wecker
144711558,Dimitris N. Politis
144611154,Dmitry Panchenko
46880385,Chris Carter
145241415,Chris Field
2502991,Lance A. Waller
143645376,Hong Xia
101331089,Adrian E. Raftery
89107742,Ruben Dezeure
104496156,Jiashun Jin
6971086,Donna K. Pauler
2856152,Emanuel Parzen
143998066,Mike West
1887111,Allan H. Seheult
38654394,Shenmin Zhang
103163309,Sndor Csrg
89234162,Alexander Samarov
143648560,Peter Spirtes
3376072,Geurt Jongbloed
48058131,Peter M. Mller
9168263,Zhiqiang Tan
48093270,Janeling Wang
1968333,Robertas Gabrys
32675132,Lisa Weissfeld
145947081,Jing Qin
101504266,Purushottam W. Laud
144683146,Gareth Roberts
144893329,Frank Rudolf Hampel
2792323,Thomas S. Ferguson
5950239,YingQi Zhao
4801654,Yali Amit
48523868,Christopher L. Bush
144306317,Keith A. Baggerly
2388276,Robert B. Gramacy
40382539,Robert William Reeves
5114174,Kasper Klitgaard Berthelsen
5449343,Erik T Parner
82837007,CarlErik Srndal
1728700,Eric T. Bradlow
145258822,Jing Lei
145328337,Thomas S. Richardson
2520031,Andrey Pepelyshev
144072412,Shuangge Ma
145064630,Pascal Sarda
2576588,Eitan Greenshtein
34828891,Yongmiao Hong
50054917,Wensheng Guo
1717327,John D. Storey
102898045,Ching Zong Wei
3523738,Rahul Mazumder
1812538,Fumiyasu Komaki
66716399,Heinz Kaufmann
3477486,Matthew Reimherr
1934367,Thomas Kneib
47209015,Alan Julian Izenman
3015507,JeanYves Audibert
35223189,Sungkyu Jung
1875963,Tadeusz Inglot
145519771,Peter L De Hoff
145880785,David Higdon
3680734,Maryfran Sowers
122416726,Neil Shephard
145720948,Chong Gu
145518768,Barbara E K Klein
35907952,Hui Jiang
34766525,Julia Salzman
37149351,Susan E. Hills
3294562,Davy Paindaveine
4069895,Richard D. Gill
2406771,Guohua Zou
2824574,Purushottam W. Laud
1760178,Bernd Sturmfels
48143322,Shurong Zheng
37718006,Jiashun Jin
70416525,Wassily Hoeffding
1816731,Joseph E. Lucas
49504816,Augustine Kong
46701227,Jun S. H. Liu
1948305,Walter Racugno
70349065,Miriam Gasko
123010939,Adrian F. M. Smith
71155462,Adelchi Azzalini
1756798,Imre Csiszr
145414560,Elizabeth A Thompson
143825649,Marie Davidian
12097660,Yannick Baraud
143665985,Y. D. Zhu
143748186,Peng Zeng
80141532,Ross L. Prentice
1964834,Thomas Sellke
1920753,David S. Choi
1749684,Patrick J. Wolfe
1795344,Ofer Zeitouni
2208917,William Kleiber
49410902,Hernando C. Ombao
34741699,Thorsten Wagner
49219399,Shuyun Zhou
50457546,Xiaotong Shen
153081077,D A Wolfe
4383311,Jonathan Raz
3621365,B A Malow
47101136,XiaoLi Meng
143759045,Peter Jeffry Smith
144522893,Rong Chen
39747992,Maria De Iorio
46921640,Steven MacEachern
1818391,Gerard Kerkyacharian
1945950,Ori Rosen
72434203,Zongwu Cai
103593826,Harrison H. Zhou
66527800,Hsi Guang Sung
40624495,Elihu H. Estey
2351927,Alberto Roverato
144209398,Jos M. Bernardo
39772279,Junni L. Zhang
2666267,Tatyana Krivobokova
102921169,H. B. Kushner
40166552,Joachim von Braun
4211175,Ruedi K. Braun
145338503,H.G. Muller
72564507,Ranjini Natarajan
2816295,Liugen Xue
6473877,Yun Sam Chong
50656755,Qing Yuan Zhou
36851747,Kenny Q. Ye
3025378,Subharup Guha
46608170,Jerry Halpern
144616811,Juan Du
144838173,Hao Zhang
2859213,V. Mandrekar
143797903,Tong Zhang
2557236,Lan Xue
143898747,Sander Greenland
47487055,Pin Pin. Ng
38329920,Stephen L. Portnoy
2082568,Michael H. Neumann
48219912,Dandan Jiang
40040335,JianFeng Yao
3371112,Luke Tierney
2490458,William Eric Barlow
31878411,Morten Frydenberg
2733889,Jiahua Chen
89604932,Siegfried Hormann
48207004,Lan Zhou
1709014,Vic Patrangenaru
1796335,David M. Blei
35962580,Anna Clara Monti
152498709,D. Lin
152296784,L. J. Wei
48969278,Zhijie Xiao
103129412,Grard Kerkyacharian
145897897,Dominique Picard
3194361,Stuart Geman
1955900,ChiiRuey Hwang
3339045,J. Parelius
3924558,Patricia L Davies
47593026,Tong Zhang
153775001,B. W. Silverman
144319330,J. Sunil Rao
2795331,Yuexiao Dong
2644289,Minggao Gu
144509392,Peter S. Craig
2914141,Trivellore E. Raghunathan
49680679,Lu Wang
24442924,Tiefeng Jiang
40405387,Neal Thomas
144217892,Tom A. B. Snijders
2407858,John A. Cafeo
1404774720,Gonzalo GarcaDonato
145364885,Xi Luo
38565892,Cline Vial
34888176,Jeffrey Chang
144688244,Joseph R. Nevins
2100224,Quanli Wang
50621486,Qihua Wang
1403838656,Amy RacinePoon
5632967,Alaattin Erkanli
5644684,Christine Waternaux
16645877,Charles E. Antoniak
1782193,Ingo Steinwart
2360729,Jeffrey S. Racine
1682467,Qi Li
31889131,Gbor J. Szkely
144466895,Maria L. Rizzo
90880484,Nail Kutluzhanovich Bakirov
2656653,Jennifer A. Hoeting
50668803,Gran Kauermann
1721860,Martin J. Wainwright
2920849,Haeran Cho
39506745,Haipeng Shen
47593548,Kalyan Das
144662851,Rabi Bhattacharya
144114788,Peter Radchenko
36045956,Philip J Harrison
3019460,Helio S. Migon
144085135,Michael B. Woodroofe
144570279,Francis R. Bach
77702660,Daniel Krewski
33369108,Zehua Chen
36470132,Philip M. Hartigan
143795793,Efstathia Bura
153757868,E. L. Kaplan
49317214,Paul T. Meier
2479162,Marc Raimondo
32524587,Susan J. Devlin
38684516,Yejun Qin
50475322,Brian J. Williams
1992632,Elaine L. Zanutto
94158396,G. Bennett
2549124,Jrg Polzehl
2178730,Sonia Petrone
2204820,Christopher J. Nachtsheim
153460232,Christopher C. Holmes
4465035,David A. Stephens
48435857,Arkadii S. Nemirovski
102343071,Benedikt M. Poetscher
143700529,David Harold Blackwell
2585746,Christophe Crambes
102361208,Jeankyung Kim
143971179,Peter Christian Hall
48213289,Hao Zhang
145851085,L. Cavalier
2229074,Patrick J. Heagerty
2312909,Nema Dean
46667314,Greg C. G. Wei
13338923,Greta M. Ljung
34680388,Yiyuan She
22930906,J. O. Berger
1775391,Xinyu Zhang
1830502,Dennis K. J. Lin
2737945,Hirotugu Akaike
47799435,Richard Lawrence Smith
49651479,D. G. Horvitz
88167972,Donovan J. Thompson
11422005,Nidhan Choudhuri
48934972,Chunming Zhang
47539785,Jian Zhang
144226866,Emmanuel Lesaffre
1410546898,Ole Barndorffnielsen
8307052,Kwai S. Chan
4174014,M V Bravington
5032964,Sharon L. Hedley
144061880,G. K. Golubev
69401379,Alexandre B. Tsybakov
2883383,Lynn Kuo
144938990,Antonio Cuevas
36799218,Zhibiao Zhao
1745169,Peter L. Bartlett
1698617,Olivier Bousquet
40585264,Li Wang
5169693,Virginia Goss Tusher
144527211,Dan Geiger
143917904,B. J. K. Kleijn
35991412,Francesco Bertolino
49888389,Florin Vaida
3813893,Suzette Blanchard
51064058,Jushan Bai
36695422,Ilun Yang
50226276,David Rossell
145945278,Gilles Blanchard
3222913,Catherine Matias
2174182,Pierre Priouret
1800179,Yaniv Plan
46250939,YingLi Qin
145086125,William Suhs Cleveland
2985732,Ryuei Nishii
38143344,Edward Heddy Iii George
51215803,LiXin Zhang
46614666,R. Todd Ogden
145533704,Fernando A. Quintana
2679457,Johan Lindstrm
4052106,Seymour Geisser
145993325,Stephen Walker
145054571,John Copas
2086814,Fred W. Huffer
94625454,B. C. Van Zomeren
49344341,Norman Breslow
49492219,David G. Clayton
103723833,Marian Hristache
49663638,Weidong Liu
49569787,Peter Mueller
31800086,Jonathan D. Buckley
5532476,Michael S Wulfsohn
81768614,Dawn Peters
144288075,Robert P. Gage
40844465,Zongwu Cai
49274309,Anindya Roy
2421201,Jason D. Lee
36293462,Dennis L. Sun
3340442,Yuekai Sun
52186540,Richard Berk
153266750,Lawrence Brown
46459304,Kai Zhang
46867772,Yiyun Zhang
4778939,Yair Heller
47709602,Leah Ruth Jager
2844901,G. Kroisandt
32714180,Dave Higdon
102661255,James R. Gattiker
91674058,Maria L. Rightley
47559178,Yong Chen
102576026,Songqiao Wen
2662249,Noah Gans
1802581,Avishai Mandelbaum
5231812,A. P. Sakov
2146823,Sergey Zeltyn
78738843,Sam Wieand
50478990,Steven Piantadosi
39570630,Naiping Liu
6622306,Linxu Liu
66759865,Joshua David Angrist
1898314,Krzysztof Nowicki
2023581,Anestis Antoniadis
9389040,Yuichi Kitamura
145541852,Avipsita Chatterjee
49176766,Rabindra Nath Bhattacharya
25397103,Jim Kay
2443705,Clive R. Loader
48701673,John A. Rice
1715204,Nicolas Vayatis
49681216,Lan Wang
116156469,Sara Marie Martino
1813366,Chris J. Wild
1778681,Hosik Choi
89418367,M. Hristache
1785222,Pilar Loreto Iglesias
93225534,Jr. Joe H. Ward
49251954,Jianwei Chen
10437417,A. Tsodikov
143905123,Andrej Yu. Yakovlev
46499311,James R. Cook
153598144,Neil Shephard
49890682,Ying Zhang
41330756,Tao Huang
48219038,Bing Li
47672606,Shaoli Wang
144219781,Bin Yu
3043667,Yingli Qin
46771897,Xin Chen
70678968,George E. Battese
102089217,Rachel Margaret Harter
34499319,Gardar Jhannesson
1704699,Massimiliano Pontil
2315163,Torben G. Andersen
2702465,Tim Bollerslev
97249276,Francis X. Diebold
69380120,Paul Labys
71788673,Bo Li
7577899,Jessica Minnier
103014281,Peritz Eric
23221367,Timothy C. Haas
3065687,Deepankar Basu
1725303,Yee Whye Teh
1773821,Matthew J. Beal
48881827,Runze Li
29465527,C. K. Chu
144051646,Victor De Oliveira
143653243,Brunilde Sans
2929300,Sijian Wang
113646036,Raphal Huser
117543271,A. C. Davison
50604120,Michael C. Jones
121838305,Anatole Juditsky
1800127,Tingni Sun
144278034,E. S. Page
35802057,Ismael Ojeda Castillo
49746508,Pierre Del Moral
2001449,Gersende Fort
145744714,Tim Ramsay
2289448,Mahlet G. Tadesse
50858603,Cary Tsuguo Isaki
35268368,Baiqi Miao
145203884,Hongyuan Zha
2438054,Ramss H. Mena
37314148,Weidong Liu
47513157,Jian Meng Huang
1405497043,Mohammad HosseiniNasab
2811358,John Bunge
50783077,Marilyn Fitzpatrick
145069347,Guenther Walther
48353767,Haobo Ren
40424956,Pengsheng Ji
39082503,Tao Wang
144055623,Andreas Artemiou
46649155,Thorsten Dickhaus
89287908,Markus Roters
1746242,Stphane Mallat
32746202,Arthur Y. C. Lu
35535410,Robert F. Engle
143689789,David Pollard
144775415,A. Capitanio
21757674,Iain Johnstone
10652705,Kyusang Yu
49978160,Michael Scott Smith
47508223,Ying Liang Wei
102761723,J. A. Sun
34816119,Max D. Morris
104537710,James B. MacQueen
49430022,Jie Peng
46808675,Pei Wang
1959032,Nengfeng Zhou
102914572,Htrotugu Akaike
145487737,Tsuyoshi Nakamura
143790221,C. Scovel
3050789,Hakbae Lee
3288569,Harri T. Kiiveri
3028432,Tatiyana V. Apanasovich
1417953657,Cyr Emile Mlan
48950432,Chuanhua Xing
47841301,Ke Yu
145146091,Ming Yuan
35019283,Ali Ekici
6201715,Zhaosong Lu
2066016,Renato C. Monteiro
143911236,Danilo Mercurio
48563091,Zhishen Ye
3545742,Yehua Li
3320545,KungYee Liang
145969795,Pradeep Ravikumar
145534285,John Lafferty
144547810,G. Freitag
1422162721,Didier DacunhaCastelle
143870772,Juan Romo
143875940,Jian Guo
2755639,Brad McNeney
50416291,Alexandra M. Schmidt
69859390,James Arthur Robins
48606401,Edward Greenberg
6774322,Olga Geling
102799477,Jeffrey D. Maca
144209400,Jose M. Bernardo
1412042613,Gabriel A. RodrguezYam
2569722,Karine Tribouley
95335812,Peter H. Peskun
1739581,John D. Lafferty
2630302,Idris A. Eckley
116294046,R. V. Ramamoorthi
1407994592,Sara LpezPintado
145088209,R. D. Martin
1402879341,Sylvia FrhwirthSchnatter
34999445,Michael A. Saunders
2769427,K. S. Knight
72825479,Ashoke Kumar Sinha
34355217,Elizabeth S. Allman
2724036,John A. Rhodes
143705769,M. Zarepour
12812582,Jerome H. Friedman
145644275,Ya Xue
114498127,Antonio Lijoi
114895958,Igor Prnster
98756102,A. John Rush
78764183,Rebecca Killick
50371794,Hui Ming Zou
16211808,Peter W. Gieser
47740158,Jianwei Chen
153035657,Fengkun Liu
144510615,Jess Palomo
145825924,Ragavachariar Parthasarathy
2487337,Rui Paulo
4034939,Dick Walsh
47305433,Zhezhen Jin
39438452,Andrew A. Weiss
50091206,Wenjiang Fu
2538779,Maria M. Barbieri
46287666,Saurabh Mukhopadhyay
145710475,Jos Pinheiro
2755213,Jon D. McAuliffe
48064494,Li Ping Yang
32494062,Apostolos Antoniadis
34691529,Jonathan R. M. Hosking
3000723,Louis Ferr
103290696,Byandreas Buja
102811386,Carla Currin
1695292,Richard J. Hathaway
36674058,Steven F. Arnold
2522917,Herold Dehling
48953282,Yongtao Guan
2294315,Els Goetghebeur
2007183,Bin Nan
1403563477,Johannes SchmidtHieber
1838198,Vijayan N. Nair
32492090,Rina Foygel Barber
2993078,Damla entrk
50689382,Hegang Chen
143791026,P. K. Bhattacharya
73393221,Ashis Kumar Gangopadhyay
40517221,G. K. Eagleson
145917169,R. A. Bailey
49097940,Norman Lee Johnson
32741853,Samuel Kotz
2437910,Douglas M. Bates
2470495,Martin Posch
47552489,Werner Brannath
2257822,J. Stufken
20675175,Yumou Qiu
21512118,Moshe Pollak
47287580,Ryan Elmore
2168548,Pietro Muliere
2818776,Nitin R. Patel
34728960,Larry B Goldstein
1897648,Daniel J. Nordman
2400157,Michael G. Kenward
49401043,SuChun Cheng
39947978,Guang Cheng
40650149,Ying Q. Chen
144663710,J. T. Gene Hwang
2983594,Jerome P. Reiter
29974180,David Bolin
47161902,Pallab K. Bhattacharya
145895780,Ishay Weissman
144620891,Gordon D. Simons
152263135,Zhou Zhou
39911273,Christopher G. Small
145947071,Jing Qin
12061739,Wenceslao Gonzlez Manteiga
1961915,Manuel A. Presedo Quindimil
48650470,Roy A. Bailey
143929611,L. J. Wei
2549916,Harold Sackrowitz
2459388,David R. Brillinger
47106318,Jerzy Neyman
145398580,Cidambi Srinivasan
47690203,John Leroy Folks
48528146,Erich Leo Lehmann
2014307,Natalie Neumeyer
6725274,John Brian Copas
3132397,Viatcheslav B. Melas
4473665,John J. Crowley
50625684,Marie Hu
144736301,Alan T. K. Wan
2998448,Guillaume Lecu
4476282,Victor M. Panaretos
144901204,David Kraus
2000820,Eric V. Slud
6229632,Mark D Schluchter
50167451,Paola Bortot
2532807,Heping Zhang
3534590,Robert K. Tsutakawa
6366432,Joseph W. Hogan
1398957675,Luis E. NietoBarajas
144791206,T. Opitz
2831694,Richard E. Quandt
69436157,Gerald L. Sievers
2741130,Jan Hannig
2087528,Lszl Gyrfi
9745969,Adam Krzyak
1938657,ChingKang Ing
144951024,Z. D. Bai
40212003,T. N. Sriram
2553766,D. X. Sun
145405002,Robin Henderson
4173210,Duane L. Steffey
48616434,David J. Spiegelhalter
153518021,RuoYong Yang
145150498,Paul Marriott
102843354,L. I. Hsu
145310502,A. Sadam Hedayat
48138370,Mark S. Kaiser
144084879,Roberto G. Gutierrez
19717424,Richard Samworth
39939165,Ying Zhang
46237651,Peter X.K. Song
46800245,David Robert Graham Cox
50259798,S. Stanley Young
35345313,Stanley Wasserman
145501149,Thomas R. Ten Have
4202241,Bradley D. Schultz
14261177,Lynn Weidman
2899111,Mette Langaas
2715099,Egil Ferkingstad
3029592,Robert S. Chapkin
145654352,Nancy D. Turner
8397456,Mee Young Hong
47731679,Raymond J. Carroll
3385141,Kay Tatsuoka
4014992,Stephen L. Rathbun
91079508,Robert J. Buehler
145508885,NanJung Hsu
36234815,Mark S. Bartlett
49433662,Emil Julius Gumbel
143764063,Carmen Fernandez
3356453,Sanjib Basu
144376129,Joseph Naus
144875783,S. James Press
77351751,MarcOlivier Boldi
143662655,Mai Zhou
29672798,Mathias Vetter
48660786,Lea Petrella
144632638,Paul Gustafson
152973800,Mark Bartlett
2454752,Kristin P. Lennox
32892885,Jerry W. Tsai
33489485,ShenMing Lee
2440923,Guido Consonni
34569932,Piero Veronese
145017099,Prabir Burman
32368040,J. C. Wakefield
145007587,J. F. Crook
3344419,Sadanori Konishi
49805840,David F. Signorini
15893139,William S. Krasker
39830054,Yijian Huang
90406846,Miguel A. Arcones
144603491,John Dominis Holt
3433117,Veronika Rockov
144974208,P. Richard Hahn
67049458,Gerhard Tutz
67163596,Leon Jay Gleser
46476820,Robert V. Hogg
143890476,Gary King
6469373,Kenneth N. Berk
36166927,Hohsuk Noh
49092457,Stuart J. Pocock
11755593,M. R. Sampford
153625939,D Y Lin
1389945855,Luis Angel GarcaEscudero
144173046,Ruth King
32583585,Robert F. Ling
31722372,James V. Zidek
69868428,Christopher R.J. Holmes
30158397,Vladimir N. Kulikov
39547240,Adrian J. Baddeley
5962775,Abdus S Wahed
46583811,Junhui Wang
3392160,William F. Massy
2050907,Andrew F. Neuwald
2043726,Charles E. Lawrence
1887059,WeiYin Loh
145549397,J Stefan Maritz
37406256,Yan Wang
103080316,L. R. Haff
14450277,Guy H. Orcutt
50859190,Mark A. Girolami
47871912,Piercesare Secchi
48502081,Guang Cheng
48368535,Richard H. Jones
103220849,Petros Dellaportas
40769901,S. D. Silvey
38482045,Ian S. Abramson
145849144,Peter Bauer
47243450,Fang Yao
48700578,Leonard J. Savage
2210389,Julie A. Stoner
1710627,Don McLeish
145306532,SharonLise T. Normand
50032368,Long Feng
121168523,EunYi Chung
5777884,Pengliang Zhao
3765164,Kinley Larntz
102702314,Frederic Paik Schoenberg
107685468,Marc Hallin
24115822,Roman Lika
143962714,Edsel A. Pea
34949056,Nicola G. Best
13193967,Edward W. Frees
38602377,Xin Zhang
6809329,Jyrki Mttnen
93289993,Prasad A. Naik
48699439,Robert B. Miller
144417193,Hongyu Jiang
88242908,Rick Chappell
47184411,Rajen Dinesh Shah
3222974,Toshio Honda
144325545,David M. Holland
145895518,W. Khler
145520371,Luciano Molinari
65932056,A. Prader
2242912,Peisong Han
48356327,Yijian Huang
1818156,Carlos Matrn
2906937,David P. Harrington
2218275,Tyler J. VanderWeele
144472234,Santiago Velilla
2662682,Glen A. Satten
144929928,Eric Bair
2887387,Alfred Kume
47890876,Huiling Le
40325722,Valerii V. Fedorov
145236647,Ram C. Tiwari
2098886,Karl W. Broman
5881069,Elizabeth S. Garrett
3055008,Ramaswamy Anbazhagan
3846532,Edward W. Gabrielson
1820422,Alfred Galichon
2409247,Joseph W. McKean
3281601,Robert J. Adler
92253959,Walter Khler
46439589,Gang Li
40371252,Bo Li
144414983,Robert Gray
2941981,Arend Voorman
101927473,Paul Kabaila
1878090,Dani Gamerman
32071187,Daniel Straumann
4929451,Klaus Strassburger
3224353,David S. Matteson
144403239,Itay Sherman
2086177,Robert J. Boik
144808770,Stuart Barber
46632272,Shelby J. Haberman
143996616,Teresa T. Pereira
143604030,Thuan Nguyen
39225544,Yongtao Guan
33564458,Craig J. Johns
41192861,Timothy G. F. Kittel
93156864,Christopher Daly
66113941,Alexei Onatski
51888126,Marcelo Jos Moreira
145127904,James A. Calvin
1732234,Jian Huang
46902350,Masayuki Henmi
35037091,Brajendra C. Sutradhar
72976378,T Debuene Chang
11674034,Holger Drees
7551469,Michael Brockmann
2907302,KuangYao Lee
5051733,Niels Keiding
49875870,Peter Sasieni
1781261,Mark W. Farmen
2558133,Suojin Wang
46730757,Constantinos Goutis
143753321,Ying Wei
145656106,Herman Rubin
145794742,Prakash Patil
50151398,X. M. Tu
40624280,Eugene Litvak
88908809,Stanislav Volgushev
36175535,Derek R. Bingham
144520117,Ronald B. Lee
98017811,Lawrence R. Carter
48377010,Jian Shi
3147399,C. F. Sirmans
3168810,Krzysztof Latuszynski
2444361,Xia Cui
49313500,Lanh Tat Tran
35466355,Minjing Tao
144560746,Jian Zou
1750370,Geof H. Givens
47949331,Guodong Li
2037129,Meta M. Voelker
30772036,Michael C. Ferris
23821732,Marlene Mller
153475764,Jonathan Wakefield
46693044,Junxuan Fan
1935957,Clarice R. Weinberg
1687119,Edward J. Wegman
145558643,Peter T. Kim
15659058,Thomas W. Sager
49144358,T. E. Raghunathan
51024248,Joel L. Horowitz
88741292,Katsumi Shimotsu
145514334,Y Shen
144206082,Jared Murray
48212763,Heping Zhang
50033772,Robert D. Nowak
34382938,Dennis K. Pearl
48624020,Stephen C. Peters
77474172,Robert E. Tarone
32588087,Richard A. Redner
145663538,Xiaodong Luo
13709499,Gilbert Bassett
2453631,Roger W. Koenker
49379932,Arthur V. Peterson
49330551,Lisha Chen
34616072,Malgorzata Bogdan
89845683,Arijit Chakrabarti
2638433,Florian Frommlet
46543708,Sally Percival Wood
48120623,B. M. Brown
145486321,John Barnard
145166665,Juergen Kiefer
50579638,Yuguo Chen
34843123,Hajo Holzmann
2488672,Zhigang Bao
2239622,Torben Martinussen
47570859,S. Vansteelandt
100522103,Mohsen Pourahmadi
2122218,George V. Moustakides
46660600,Susan J. Devlin
4506601,Susanne M. Schennach
2192827,Yuhyun Park
50196081,Gilbert Mackenzie
2992007,Vivekananda Roy
143782651,G. Jogesh Babu
9303412,Arjun Kumar Gupta
91519416,Chingzong Wei
46314578,Hoben Thomas
16329809,Janet E. Heffernan
1393648259,R. K. Crump
1397938624,V. J. Hotz
1397938743,G. W. Imbens
1392951462,O. A. Mitnik
